canonical_instrument_id,timeframe,open_time,close_time,open,high,low,close,volume,provider,is_complete
SYNTH_XAUUSD,D1,2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11000,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11001,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11002,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11003,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11004,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11005,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-26T00:00:00Z,2026-01-27T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11006,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11007,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-28T00:00:00Z,2026-01-29T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11008,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-01-29T00:00:00Z,2026-01-30T00:00:00Z,401.0000000000,403.8000000000,399.8000000000,401.0000000000,11009,SYNTHETIC_UTC_V1,true
