canonical_instrument_id,timeframe,open_time,close_time,open,high,low,close,volume,provider,is_complete
SYNTH_XAUUSD,H1,2026-02-02T00:00:00Z,2026-02-02T01:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2000,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T01:00:00Z,2026-02-02T02:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2001,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T02:00:00Z,2026-02-02T03:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2002,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T03:00:00Z,2026-02-02T04:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2003,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T04:00:00Z,2026-02-02T05:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2004,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T05:00:00Z,2026-02-02T06:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2005,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T06:00:00Z,2026-02-02T07:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2006,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T07:00:00Z,2026-02-02T08:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2007,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T08:00:00Z,2026-02-02T09:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2008,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T09:00:00Z,2026-02-02T10:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2009,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T10:00:00Z,2026-02-02T11:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2010,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T11:00:00Z,2026-02-02T12:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2011,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T12:00:00Z,2026-02-02T13:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2012,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T13:00:00Z,2026-02-02T14:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2013,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T14:00:00Z,2026-02-02T15:00:00Z,800.0000000000,803.0000000000,797.0000000000,800.0000000000,2014,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T15:00:00Z,2026-02-02T16:00:00Z,805.0000000000,806.0000000000,804.0000000000,805.0000000000,2015,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T16:00:00Z,2026-02-02T17:00:00Z,804.4444444444,805.4444444444,803.4444444444,804.4444444444,2016,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T17:00:00Z,2026-02-02T18:00:00Z,803.8888888889,804.8888888889,802.8888888889,803.8888888889,2017,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T18:00:00Z,2026-02-02T19:00:00Z,803.3333333333,804.3333333333,802.3333333333,803.3333333333,2018,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T19:00:00Z,2026-02-02T20:00:00Z,802.7777777778,803.7777777778,801.7777777778,802.7777777778,2019,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T20:00:00Z,2026-02-02T21:00:00Z,802.2222222222,803.2222222222,801.2222222222,802.2222222222,2020,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T21:00:00Z,2026-02-02T22:00:00Z,801.6666666667,802.6666666667,800.6666666667,801.6666666667,2021,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T22:00:00Z,2026-02-02T23:00:00Z,801.1111111111,802.1111111111,800.1111111111,801.1111111111,2022,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-02T23:00:00Z,2026-02-03T00:00:00Z,800.5555555556,801.5555555556,799.5555555556,800.5555555556,2023,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T00:00:00Z,2026-02-03T01:00:00Z,800.0000000000,801.0000000000,799.0000000000,800.0000000000,2024,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T01:00:00Z,2026-02-03T02:00:00Z,799.4444444444,800.4444444444,798.4444444444,799.4444444444,2025,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T02:00:00Z,2026-02-03T03:00:00Z,798.8888888889,799.8888888889,797.8888888889,798.8888888889,2026,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T03:00:00Z,2026-02-03T04:00:00Z,798.3333333333,799.3333333333,797.3333333333,798.3333333333,2027,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T04:00:00Z,2026-02-03T05:00:00Z,797.7777777778,798.7777777778,796.7777777778,797.7777777778,2028,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T05:00:00Z,2026-02-03T06:00:00Z,797.2222222222,798.2222222222,796.2222222222,797.2222222222,2029,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T06:00:00Z,2026-02-03T07:00:00Z,796.6666666667,797.6666666667,795.6666666667,796.6666666667,2030,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T07:00:00Z,2026-02-03T08:00:00Z,796.1111111111,797.1111111111,795.1111111111,796.1111111111,2031,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T08:00:00Z,2026-02-03T09:00:00Z,795.5555555556,796.5555555556,794.5555555556,795.5555555556,2032,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T09:00:00Z,2026-02-03T10:00:00Z,795.0000000000,820.0000000000,794.0000000000,795.0000000000,2033,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,H1,2026-02-03T10:00:00Z,2026-02-03T11:00:00Z,788.0000000000,797.8500000000,787.0000000000,788.0000000000,2034,SYNTHETIC_UTC_V1,true
