canonical_instrument_id,timeframe,open_time,close_time,open,high,low,close,volume,provider,is_complete
SYNTH_XAUUSD,D1,2026-07-05T21:00:00Z,2026-07-06T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15000,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-06T21:00:00Z,2026-07-07T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15001,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-07T21:00:00Z,2026-07-08T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15002,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-08T21:00:00Z,2026-07-09T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15003,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-09T21:00:00Z,2026-07-10T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15004,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-12T21:00:00Z,2026-07-13T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15005,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-13T21:00:00Z,2026-07-14T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15006,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-14T21:00:00Z,2026-07-15T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15007,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-15T21:00:00Z,2026-07-16T21:00:00Z,100.0000000000,101.0000000000,99.0000000000,100.0000000000,15008,SYNTHETIC_UTC_V1,true
SYNTH_XAUUSD,D1,2026-07-16T21:00:00Z,2026-07-17T21:00:00Z,100.0000000000,100.0000000000,50.0000000000,90.0000000000,15009,SYNTHETIC_UTC_V1,true
